,MC_frame,rmf_frame_index,Total_Score,XLs_Trnka,XLs_Chen,XLs_psi_Trnka,XLs_psi_Chen,CR_Rpb1,CR_Rpb7,CR_Rpb9,CR_Rpb10,CR_Rpb12,CR_Rpb4,CR_Rpb11,CR_Rpb2,CR_Rpb3,CR_Rpb5,CR_Rpb6,CR_Rpb8,EV_sum,GaussianEMRestraint_None,GaussianEMRestraint_None_CCC,GaussianEMRestraint_sigma_None,traj,rmf3_file,XLs_sum,CR_sum,half
4417,4417.0,4417.0,609.6393654802699,96.6350812951014,61.58281878561068,-1.3862943611198906,-1.3862943611198906,0.7997458159337343,0.0,0.06653380412079343,0.0,0.0,0.0,0.0,1.9819763544371949,0.2954235524346638,0.0,0.0,0.0,298.06196267698,152.98841191789117,0.15424324192481623,1.0,example3,example3/rmfs//0.rmf3,155.44531135847228,3.1436795269263866,A
4418,4418.0,4418.0,617.0364465476746,92.82815016544606,60.28130261843239,-1.3862943611198906,-1.3862943611198906,2.2370329711431927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5942212066498528,0.06000198632476813,309.7806223047433,154.02770401717478,0.1522568656195202,1.0,example3,example3/rmfs//0.rmf3,150.33686406163866,2.891256164117814,A
4419,4419.0,4419.0,606.9691313733879,90.56457922786629,57.98871491052067,-1.3862943611198906,-1.3862943611198906,1.2712692706676627,0.0,0.0,0.0,0.02436844221237889,0.0,0.0,0.12142085121216671,3.2584618953792854,0.003808906647470251,0.0,0.0,299.95438997441835,156.55470661670338,0.14756480400830002,1.0,example3,example3/rmfs//0.rmf3,145.78070541614716,4.6793293661189646,A
4420,4420.0,4420.0,613.3544642654721,91.67894271248983,59.92530049172384,-1.3862943611198906,-1.3862943611198906,1.587402944381397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14813150891456206,0.0,0.0,13.351593145988094,295.70455804549033,153.7311241387238,0.15291420630442612,1.0,example3,example3/rmfs//0.rmf3,148.83165448197389,15.087127599284052,A
4421,4421.0,4421.0,615.5066650055854,90.58319647331906,58.57385497994901,-1.3862943611198906,-1.3862943611198906,1.6878978362025168,0.0,0.0,0.0,0.0,0.0,2.0552295538160865,0.7815321113641949,0.34849311378398823,0.0,0.0,0.0,305.1109643951248,159.13808526426556,0.1430395599030272,1.0,example3,example3/rmfs//0.rmf3,146.3844627310283,4.873152615166786,A
4422,4422.0,4422.0,625.9086577394423,93.61507092063978,58.03964155664121,-1.3862943611198906,-1.3862943611198906,4.812898804987144,0.0,0.0,0.0,0.0,0.0,0.0,0.13093649217382125,1.6066035044330662,0.0,0.0,0.0,310.8647638791681,159.61133130363902,0.1420447141430684,1.0,example3,example3/rmfs//0.rmf3,148.8821237550412,6.550438801594032,A
4423,4423.0,4423.0,638.465908759609,94.29697730766891,61.10084305078763,-1.3862943611198906,-1.3862943611198906,5.08996128552128,0.0,1.4254680764722971,0.0,0.0,0.0,0.0,3.4626050908808756,0.018595379043378435,0.0,0.0,0.37278017386776563,315.35365755931247,160.11760955829416,0.14099541086419076,1.0,example3,example3/rmfs//0.rmf3,152.62523163621677,10.369410005785598,A
4424,4424.0,4424.0,636.7105533535837,100.367780242287,61.432044534064175,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.01330724674837674,0.0,0.0,11.743506737666497,2.269215671767856,0.0,1.9812893086741283,0.0,308.0474803433774,153.6285179912381,0.15296415182686937,1.0,example3,example3/rmfs//0.rmf3,159.02723605411137,16.007318964856857,A
4425,4425.0,4425.0,613.9589753454067,93.56616761971779,60.99770824896663,-1.3862943611198906,-1.3862943611198906,0.13478953261268578,0.0,0.0,0.0,0.0,0.0,0.0,0.1519900314630505,0.0,0.7998732398891074,1.1664119704034046,0.0,301.4351705493219,158.47945287527185,0.144117098183785,1.0,example3,example3/rmfs//0.rmf3,151.79128714644463,2.2530647743682484,A
4426,4426.0,4426.0,643.3364042764726,98.7277841960634,63.13620020418834,-1.3862943611198906,-1.3862943611198906,10.452829788729519,0.0,0.0,0.0,0.0,0.0,0.0,0.3846667802318182,0.0,0.0,1.5789079375135961,1.2739871985076084e-05,307.833698171197,163.99489318091682,0.13454105423747947,1.0,example3,example3/rmfs//0.rmf3,159.09139567801196,12.416417246346919,A
4427,4427.0,4427.0,629.7328322748468,95.9236267969586,63.25644729872567,-1.3862943611198906,-1.3862943611198906,0.6971206588918964,0.0,0.0,0.0,0.0,0.0,0.0,0.21519423149375522,3.8192763375014884,0.0,0.32449979023541986,0.0,310.0278531389384,158.24140274434137,0.14442448655804527,1.0,example3,example3/rmfs//0.rmf3,156.40748537344447,5.05609101812256,A
4428,4428.0,4428.0,637.1042401616094,92.22829927017924,61.53245546397641,-1.3862943611198906,-1.3862943611198906,0.2794780644916692,0.0,1.5015004907413398,0.0,0.0,0.0,0.0,0.020983853664934597,1.6695596162812278,0.015482154174613013,0.0,0.0,309.0506406836639,173.57842928667583,0.11933037497399668,1.0,example3,example3/rmfs//0.rmf3,150.98816601191587,3.4870041793537845,A
4429,4429.0,4429.0,631.2294073447962,89.9939173965488,60.84480507228154,-1.3862943611198906,-1.3862943611198906,1.1212234649581703,0.0,0.24181184458150082,0.0,0.43262441295213866,0.0,0.0,2.848732254937391,0.6001121034484036,0.0,1.6608399466827886,1.309794947679219,311.33704065854414,163.61109396442188,0.13525779496632176,1.0,example3,example3/rmfs//0.rmf3,148.06613374659054,8.215138975239611,A
4430,4430.0,4430.0,626.8911151526972,92.88579479988138,61.38099698356841,-1.3862943611198906,-1.3862943611198906,4.121679857894668,0.0,0.0,0.560505272187402,0.0,0.0,0.011908285852885048,3.6973387282481722,0.0,0.0,0.0,0.5091437549141514,305.228220958901,161.26811523348888,0.13930201696362746,1.0,example3,example3/rmfs//0.rmf3,151.49420306121,8.900575899097278,A
4431,4431.0,4431.0,636.1970072201751,92.42956288352211,61.57508911367793,-1.3862943611198906,-1.3862943611198906,1.1910889924074017,0.0,0.0,0.0,0.0,0.0,0.2886457176948486,0.2343526674986522,2.1498246474863754,0.0,0.0,0.0,323.744230212099,157.35680170802854,0.14612542269664175,1.0,example3,example3/rmfs//0.rmf3,151.23206327496024,3.863912025087278,A
4432,4432.0,4432.0,624.6066871444161,91.3051589866373,62.26781717587182,-1.3862943611198906,-1.3862943611198906,1.6103853135020727,0.0,0.0,0.0,0.0,0.0,0.0,0.9471281871181025,0.6781264739187991,0.0,0.0,0.0,310.28427437888735,160.28638535072054,0.14100640714834858,1.0,example3,example3/rmfs//0.rmf3,150.80038744026933,3.2356399745389743,A
4433,4433.0,4433.0,621.2967093385076,95.73531135435675,61.81822446969164,-1.3862943611198906,-1.3862943611198906,2.2668230471955404,0.0,0.2911666254689445,0.0,0.0,0.0,0.0,5.1555888356426935,0.2840804151291409,0.0,0.0,0.0,298.87983801308167,159.638265300181,0.1419989733717566,1.0,example3,example3/rmfs//0.rmf3,154.7809471018086,7.99765892343632,A
4434,4434.0,4434.0,622.6423821829492,94.1583875015913,62.025876760544364,-1.3862943611198906,-1.3862943611198906,0.3225781135450091,0.0,4.5135912629869415,0.0,0.0,0.0,0.0,0.23321808424242088,0.0,0.0,0.6554943389027614,0.0,311.35867229671913,152.14715254665708,0.15589147716319168,1.0,example3,example3/rmfs//0.rmf3,153.4116755398959,5.724881799677133,A
4435,4435.0,4435.0,618.8324959713374,90.63433643296743,59.52956528471388,-1.3862943611198906,-1.3862943611198906,0.5766173829166519,0.0,0.0,0.0,0.0,0.0,0.0,3.3211808028200487,0.0,0.0,0.0,0.7025946730802677,311.42297636817284,155.417813748906,0.149649663455666,1.0,example3,example3/rmfs//0.rmf3,147.39131299544152,4.600392858816968,A
4436,4436.0,4436.0,610.4952130282159,90.23341350111703,59.39173309061908,-1.3862943611198906,-1.3862943611198906,0.7690104001724449,0.0,0.0,0.0,0.0,0.0,0.0,0.24777969821472692,0.12230188662178011,0.0,0.5525570896212884,0.0,304.6730917786993,157.27791430539008,0.1462329746520012,1.0,example3,example3/rmfs//0.rmf3,146.8525578694963,1.6916490746302404,A
4437,4437.0,4437.0,612.1544334694282,91.63688473868731,57.3094149013298,-1.3862943611198906,-1.3862943611198906,4.968428054160136,0.0,1.1792269409256348,0.0,0.0,0.0,0.0,2.0199332096164775,0.0,0.0,0.0,0.0,310.5175337650025,147.29560058194616,0.16554629180934405,1.0,example3,example3/rmfs//0.rmf3,146.17371091777733,8.167588204702248,A
4438,4438.0,4438.0,613.005915281798,89.99824917360868,59.79542714572961,-1.3862943611198906,-1.3862943611198906,2.002409211394988,0.0,5.503086553578848,0.0,0.6346139102966409,0.0,0.0,0.0,0.17231904979998158,0.0,0.0,0.0,309.8281758901525,147.8442230694766,0.16441183868615628,1.0,example3,example3/rmfs//0.rmf3,147.0210875970985,8.312428725070458,A
4439,4439.0,4439.0,624.9041318103824,94.97370857918851,58.74269561373105,-1.3862943611198906,-1.3862943611198906,1.7215055613114654,0.0,3.8441775358818457,0.0,0.020842292545567728,0.0,0.0,8.979010227383641,0.3374152820493542,0.0,0.0,0.0,311.4308518076203,147.62651363291053,0.16480923677470627,1.0,example3,example3/rmfs//0.rmf3,150.94381547067977,14.902950899171875,A
4440,4440.0,4440.0,626.5592899352329,96.3533468106131,61.94065952383656,-1.3862943611198906,-1.3862943611198906,1.3625223994568711,0.0,0.0,0.0,0.0,0.0,0.0,1.0183449569034946,2.065540596818507,2.868359985106464,2.062619545324546,0.0,311.9865528799625,149.67393195945056,0.1607165176989114,1.0,example3,example3/rmfs//0.rmf3,155.52141761220986,9.377387483609883,A
4441,4441.0,4441.0,605.6947283737092,91.21775248323897,58.984355252281766,-1.3862943611198906,-1.3862943611198906,0.8581142615782721,0.0,0.0,0.0,0.0,0.0,0.0,0.02578112702976431,0.0,0.0,0.0,0.0,304.2218268918024,153.15948708001773,0.1539552556661144,1.0,example3,example3/rmfs//0.rmf3,147.42951901328095,0.8838953886080364,A
4442,4442.0,4442.0,609.2412752766325,89.86941052481119,59.02501782917279,-1.3862943611198906,-1.3862943611198906,0.7313526661291088,0.0,0.0,0.0,4.755550163211072,0.0,0.0,0.3772474070169197,0.0,0.0,1.622756880647842,0.0,303.8984871896525,151.73404133823078,0.15664667317418057,1.0,example3,example3/rmfs//0.rmf3,146.1218396317442,7.486907117004941,A
4443,4443.0,4443.0,606.8045990716691,88.96297210062143,58.506616282428524,-1.3862943611198906,-1.3862943611198906,5.370243496772702,0.0,1.351153256302886,0.0,0.0,0.0,0.0,0.6214955052234354,0.0,0.0,0.0,0.0,303.59052416997565,151.17418298258434,0.15771726531938224,1.0,example3,example3/rmfs//0.rmf3,144.69699966081015,7.342892258299024,A
4444,4444.0,4444.0,596.3642562369645,88.64499874793451,57.23879121800614,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.04275500058283314,0.0,0.6797315815492899,1.6147989505056553,0.0,0.0,0.0,0.0,298.34176249570953,152.57400696491632,0.1549729533300636,1.0,example3,example3/rmfs//0.rmf3,143.11120124370086,2.337285532637778,A
4445,4445.0,4445.0,609.4845713724741,90.8687964882573,60.958450787830465,-1.3862943611198906,-1.3862943611198906,0.6863218256942162,0.0,0.0,0.0,0.0,0.0,2.0756256960987427,0.5744954278846913,0.0,0.0,0.0,1.0080536293777358,309.8202711681323,146.2651450714384,0.16743296647605413,1.0,example3,example3/rmfs//0.rmf3,149.054658553848,4.344496579055386,A
4446,4446.0,4446.0,598.1240890981086,87.06939240393478,59.192022171877696,-1.3862943611198906,-1.3862943611198906,0.8998452132359059,0.0,0.0,0.0,0.0,0.0,0.0,0.6489126765201091,0.0,0.0,0.0,0.4882855419382576,303.55747733448806,149.04074247835356,0.16168846869084677,1.0,example3,example3/rmfs//0.rmf3,143.48882585357268,2.0370434316942725,A
4447,4447.0,4447.0,600.7570566755385,90.95916263889916,60.90578376521491,-1.3862943611198906,-1.3862943611198906,1.474636899850874,0.0,0.0,0.0,0.0,0.0,0.0,0.07237489102971242,0.0,0.0,0.0,0.0,304.74099499839747,145.3766922043862,0.1693020167784077,1.0,example3,example3/rmfs//0.rmf3,149.0923576818743,1.5470117908805865,A
4448,4448.0,4448.0,605.5538369843434,89.08801275431645,61.36796258201468,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.526190974936009,0.0,0.0,0.0,0.0,309.0418785439695,147.30238085134664,0.16523029994648447,1.0,example3,example3/rmfs//0.rmf3,147.68338661409135,1.526190974936009,A
4449,4449.0,4449.0,599.3190394363024,87.62422897772103,60.61334594181498,-1.3862943611198906,-1.3862943611198906,0.23107398482251287,0.0,0.8831999636631465,0.0,0.0,0.0,0.0,1.25856669147002,0.0,0.0,0.6724139632496745,0.0,302.66692095196925,148.14187768383155,0.16325976507029286,1.0,example3,example3/rmfs//0.rmf3,145.4649861972962,3.045254603205354,A
4450,4450.0,4450.0,601.6422454702504,89.36620971067637,59.468723060408124,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.846871090153548e-05,0.0,1.2483355341679692,306.1510385867994,148.18049883172736,0.16316839058035593,1.0,example3,example3/rmfs//0.rmf3,146.0623440488447,1.2483640028788707,A
4451,4451.0,4451.0,596.018722477902,90.80547835297845,59.9865763172927,-1.3862943611198906,-1.3862943611198906,0.5838403370854848,0.0,0.0,0.0,0.0,0.0,0.0,0.0020816971931872405,0.0,0.0,0.0,0.9238746045644866,302.5575792396149,143.93188065141257,0.1722833033081515,1.0,example3,example3/rmfs//0.rmf3,148.01946594803138,1.5097966388431585,A
4452,4452.0,4452.0,599.4780802029421,90.79245602996174,58.10564859005568,-1.3862943611198906,-1.3862943611198906,0.9798544609747317,0.0,0.0,0.0,0.0,0.0,0.0,2.2806498529595634,0.0,0.03313432084420043,0.0,0.0,305.83367592829853,144.22524974208744,0.171694831073301,1.0,example3,example3/rmfs//0.rmf3,146.12551589777763,3.2936386347784956,A
4453,4453.0,4453.0,606.7393347140842,91.86416895634706,58.88147381239976,-1.3862943611198906,-1.3862943611198906,0.46978622723011587,0.0,0.0722729250468897,0.0,0.0,0.0,0.0,1.3198208095847062,0.0,0.0,0.0,0.48871195478909357,310.00836677386826,146.4073219770582,0.16704869809780176,1.0,example3,example3/rmfs//0.rmf3,147.97305404650703,2.350591916650805,A
4454,4454.0,4454.0,586.3372603199878,89.57992997148682,58.57038067789196,-1.3862943611198906,-1.3862943611198906,1.545314381907234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008354260705258635,0.0,0.0,0.0,295.31701472410236,144.0888550261339,0.17196896320040492,1.0,example3,example3/rmfs//0.rmf3,145.377721927139,1.5536686426124926,A
4455,4455.0,4455.0,590.7960099050244,85.69880181789927,58.82287276293114,-1.3862943611198906,-1.3862943611198906,4.858575777968369,0.0,0.20608585756037354,0.0,0.010693396662981941,0.0,0.0,1.5500067039085197,1.1509365057228018,0.3480312007322135,0.0,0.0,299.5048044479435,141.41779015593505,0.17776131728246278,1.0,example3,example3/rmfs//0.rmf3,141.7490858585906,8.12432944255526,A
4456,4456.0,4456.0,591.0148639641994,82.17576660502296,57.70356179310565,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.6698113495603597,0.0,0.09078368975371982,0.0,4.18524734662377,0.0,0.24730827152892093,0.6269799821155265,306.61972877455634,141.46826487417198,0.1775749313213239,1.0,example3,example3/rmfs//0.rmf3,137.10673967588883,5.820130639582296,A
4457,4457.0,4457.0,582.3073269101722,84.63171754912574,57.52070299165504,-1.3862943611198906,-1.3862943611198906,0.04368488664335204,0.0,0.0,0.0,0.0,0.0,0.34783009720332275,0.0,0.0,0.0,0.0,0.0,301.06771523361255,141.46826487417198,0.1775749313213239,1.0,example3,example3/rmfs//0.rmf3,139.379831818541,0.39151498384667477,A
4458,4458.0,4458.0,592.2348548016068,88.17007749440472,57.986587743577715,-1.3862943611198906,-1.3862943611198906,0.6266895449710888,0.0,0.0,0.0,0.0,0.0,0.0,0.5387638270634659,0.0,0.0,0.18510891236094185,4.748043809087606,301.7121446326062,141.0400275597749,0.17863494176330644,1.0,example3,example3/rmfs//0.rmf3,143.38407651574266,6.098606093483102,A
4459,4459.0,4459.0,592.1098265214866,90.69711315529814,58.76806700127579,-1.3862943611198906,-1.3862943611198906,0.44239676688529905,0.0,0.0,0.0,0.0,0.0,1.9370283259114884,0.0,0.1784996671537356,0.0,0.07795628006576101,0.0,295.7084131587621,147.07294088837412,0.16585513895018839,1.0,example3,example3/rmfs//0.rmf3,146.69259143433413,2.6358810400162844,A
4460,4460.0,4460.0,597.5477757446374,90.74397977050002,57.336874741091215,-1.3862943611198906,-1.3862943611198906,5.114939601903483,0.0,0.0,0.14604060179598952,0.0,0.0,0.49450285110203995,0.17912135037962137,0.0,0.0,0.0,0.0,299.2089072513784,147.0959982987265,0.16568727610557135,1.0,example3,example3/rmfs//0.rmf3,145.30826578935145,5.934604405181133,A
4461,4461.0,4461.0,593.2730960903602,85.45982917906852,56.168195834003896,-1.3862943611198906,-1.3862943611198906,0.1035399010897865,0.0,0.0,0.0,0.0,0.0,0.0,2.9698044900681166,0.43751391065202067,0.644115546655576,0.0,0.0,302.31811998056446,147.9445659704977,0.16396060921023403,1.0,example3,example3/rmfs//0.rmf3,138.85543629083264,4.1549738484655,A
4462,4462.0,4462.0,600.9924220350334,83.83253882452746,57.74932127112986,-1.3862943611198906,-1.3862943611198906,0.0001985216302801559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.4151960654949,145.76775607449068,0.16841556236621205,1.0,example3,example3/rmfs//0.rmf3,138.80927137341752,0.0001985216302801559,A
4463,4463.0,4463.0,604.6109906352212,86.10292614612578,59.66415931288997,-1.3862943611198906,-1.3862943611198906,6.12020507703715,0.0,0.0,0.0,0.0,0.0,0.0,0.6302473267881747,0.0,0.0,0.3300860482988502,0.09514999173423758,308.28491618397413,146.1558892706128,0.16771366233958804,1.0,example3,example3/rmfs//0.rmf3,142.99449673677597,7.175688443858413,A
4464,4464.0,4464.0,600.8251983899116,82.98770309267672,59.694191027795476,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.562762279367775,0.0,0.0,0.30728795740710446,0.0,311.8899534842916,146.1558892706128,0.16771366233958804,1.0,example3,example3/rmfs//0.rmf3,139.90930539823242,2.8700502367748792,A
4465,4465.0,4465.0,588.9298825383329,84.85494095110536,57.064866689156815,-1.3862943611198906,-1.3862943611198906,0.225706618695995,0.0,0.0,0.0,0.0,0.0,0.0,0.8539804609474878,0.0,0.0,0.08020231270597111,0.0,302.38847230398875,146.23430192397234,0.16751492115263816,1.0,example3,example3/rmfs//0.rmf3,139.1472189180224,1.159889392349454,A
4466,4466.0,4466.0,601.5432672463517,88.30031073235841,62.70499495860902,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.38641421409268467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4481901887760458,0.0,306.94304341656016,145.53290245819522,0.16900336992636517,1.0,example3,example3/rmfs//0.rmf3,148.23271696872763,0.8346044028687305,A
4467,4467.0,4467.0,609.8713128209708,87.60719344535109,61.396537643952406,-1.3862943611198906,-1.3862943611198906,9.266795238449223,0.0,4.105663867041511,0.0,0.0,0.0,0.0,0.1600546987872707,0.0,0.0,0.5093035627834351,0.0,302.0755604143153,147.5227926725304,0.16482858047600185,1.0,example3,example3/rmfs//0.rmf3,146.2311423670637,14.041817367061439,A
4468,4468.0,4468.0,605.9865966485456,86.94972563676458,57.87314890050662,-1.3862943611198906,-1.3862943611198906,2.2180312923202576,0.0,0.038236930224327004,0.0,0.0,0.0,0.0,1.7869736565536172,0.07322844908210596,0.0,0.5524444676904837,0.0,313.37788598062434,145.88951005701898,0.16819502389278818,1.0,example3,example3/rmfs//0.rmf3,142.05028581503143,4.6689147958707915,A
4469,4469.0,4469.0,598.22038523222,86.07483413201783,59.955112178109076,-1.3862943611198906,-1.3862943611198906,0.9262858007596042,0.0,2.056847097730618,0.0,0.0,0.0,0.0,0.06416861548048318,0.0,0.0,0.3142370684859891,0.23188821346539684,305.4800907913919,145.88951005701898,0.16819502389278818,1.0,example3,example3/rmfs//0.rmf3,143.2573575878871,3.5934267959220914,A
4470,4470.0,4470.0,601.9718572456557,91.38468965749907,61.63762460753108,-1.3862943611198906,-1.3862943611198906,0.014209830813939919,0.0,0.0,0.0,0.0,0.0,0.0,0.1977115726858592,0.0,0.0,0.03764574458549663,2.8967428725471174,305.4548705402359,143.120951141997,0.17417791177791975,1.0,example3,example3/rmfs//0.rmf3,150.24972554279037,3.1463100206324133,A
4471,4471.0,4471.0,599.9176524203918,88.07354031546035,59.87853551250178,-1.3862943611198906,-1.3862943611198906,0.4797365039779532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.006208259622,146.2522205510695,0.16740298533017794,1.0,example3,example3/rmfs//0.rmf3,145.17948710572233,0.4797365039779532,A
